Epoch,D_loss,D_acc,G_loss
0,5.600894927978516,30.615234375,59.92128372192383
1,6.078400611877441,25.732421875,45.56813430786133
2,5.7349982261657715,30.322265625,31.719566345214844
3,5.774014949798584,29.1015625,26.970996856689453
4,5.6341753005981445,27.978515625,18.506954193115234
5,5.867184638977051,27.783203125,18.52678108215332
6,5.992093563079834,26.806640625,18.620359420776367
7,5.822875499725342,28.955078125,21.986024856567383
8,5.684393405914307,30.615234375,17.45581817626953
9,6.0584564208984375,26.513671875,18.869327545166016
10,5.7784905433654785,26.220703125,15.493305206298828
11,5.8474016189575195,27.5390625,19.099424362182617
12,5.845672607421875,29.248046875,16.428348541259766
13,5.949385166168213,26.953125,12.913049697875977
14,5.631356716156006,27.490234375,12.571328163146973
15,5.834784507751465,27.099609375,13.897799491882324
16,5.92917537689209,27.490234375,11.514242172241211
17,5.666695594787598,24.90234375,13.079763412475586
18,5.707256317138672,28.564453125,10.937213897705078
19,5.807016849517822,27.63671875,12.872111320495605
20,5.828136444091797,27.001953125,13.393106460571289
21,5.949254035949707,24.70703125,12.340060234069824
22,5.700811862945557,28.466796875,12.024181365966797
23,5.670677185058594,28.7109375,9.455814361572266
24,5.8294782638549805,24.169921875,14.570610046386719
25,5.881842613220215,26.904296875,12.005350112915039
26,5.748049259185791,27.685546875,11.624506950378418
27,5.731978893280029,26.3671875,11.639008522033691
28,5.772705078125,27.099609375,11.683647155761719
29,5.7808637619018555,28.759765625,10.756771087646484
30,5.8177313804626465,25.732421875,9.687703132629395
31,5.759990215301514,30.712890625,10.528992652893066
32,5.725975036621094,27.34375,9.82817554473877
33,5.770730972290039,28.02734375,10.783611297607422
34,5.736207008361816,26.66015625,9.843998908996582
35,5.791459083557129,27.83203125,9.872496604919434
36,5.857464790344238,25.146484375,8.223793029785156
37,5.690958023071289,27.734375,8.432404518127441
38,5.605164527893066,26.5625,9.116682052612305
39,5.839085578918457,28.125,8.931118965148926
40,5.773293495178223,27.490234375,9.625313758850098
41,5.74638557434082,26.513671875,8.082215309143066
42,5.7586870193481445,26.025390625,8.27131462097168
43,5.789543628692627,27.978515625,9.292471885681152
44,5.72150182723999,25.830078125,8.363222122192383
45,5.821321964263916,28.662109375,8.942940711975098
46,5.653861999511719,30.76171875,8.89216136932373
47,5.600254535675049,29.296875,8.304300308227539
48,5.7509918212890625,27.880859375,7.91080904006958
49,5.834423065185547,27.001953125,8.910999298095703
50,5.7021613121032715,30.56640625,7.75191593170166
51,5.780513763427734,29.4921875,8.5526123046875
52,5.601805210113525,29.638671875,8.322408676147461
53,5.920473098754883,23.779296875,8.31778621673584
54,5.585698127746582,29.6875,8.179874420166016
55,5.787006378173828,27.1484375,9.26343059539795
56,5.682860374450684,30.224609375,7.718741416931152
57,5.934745788574219,24.169921875,8.250991821289062
58,5.466027736663818,30.56640625,8.229716300964355
59,5.7436113357543945,27.490234375,8.163572311401367
60,5.6402482986450195,26.904296875,7.4343061447143555
61,5.615908622741699,30.17578125,8.082630157470703
62,5.673922538757324,30.810546875,8.00493335723877
63,5.828427791595459,26.025390625,6.692135334014893
64,5.672076225280762,25.78125,6.74437141418457
65,5.491966724395752,29.6875,7.0839104652404785
66,5.5957255363464355,28.125,5.982698917388916
67,5.663836479187012,27.05078125,6.9796977043151855
68,5.509763717651367,30.95703125,6.091768264770508
69,5.484523296356201,28.125,6.883881568908691
70,6.008780002593994,24.658203125,7.421563625335693
71,5.762864589691162,28.173828125,7.59804105758667
72,5.629342079162598,30.517578125,6.811864376068115
73,5.590328216552734,30.37109375,6.683408260345459
74,5.8234663009643555,26.806640625,7.2914628982543945
75,5.508874416351318,28.759765625,7.203287124633789
76,5.579620361328125,31.15234375,6.735185146331787
77,5.813294410705566,26.513671875,7.303398132324219
78,5.634915351867676,31.25,7.031528472900391
79,5.830739498138428,26.5625,7.442814826965332
80,5.575281143188477,31.54296875,7.523655414581299
81,5.688107013702393,28.125,6.7469353675842285
82,5.800124168395996,25.48828125,6.951931953430176
83,5.877437114715576,26.26953125,7.856009483337402
84,5.779417991638184,28.02734375,7.06140661239624
85,5.793734550476074,26.953125,8.168924331665039
86,5.738533020019531,27.392578125,8.150125503540039
87,5.5762224197387695,30.37109375,7.16710090637207
88,5.406250953674316,29.248046875,6.547937393188477
89,5.538382530212402,30.615234375,6.532877445220947
90,5.425346851348877,31.640625,7.30067777633667
91,5.564502239227295,29.638671875,5.138487815856934
92,5.648580551147461,27.734375,6.506573677062988
93,5.697190761566162,28.369140625,7.037925720214844
94,5.513899326324463,31.34765625,6.970322608947754
95,5.4932756423950195,31.689453125,6.888476371765137
96,5.476966857910156,31.591796875,6.2710490226745605
97,5.903977394104004,25.146484375,6.591245651245117
98,5.549154758453369,29.98046875,6.919897079467773
99,5.747081756591797,26.708984375,7.741534233093262
100,5.468541145324707,32.2265625,7.270212173461914
101,5.5338287353515625,30.908203125,6.92453145980835
102,5.4692301750183105,31.005859375,6.899454116821289
103,5.750007629394531,27.9296875,7.720879554748535
104,5.686461448669434,29.00390625,6.47186279296875
105,5.499537467956543,31.640625,6.156706809997559
106,5.916424751281738,24.951171875,6.634533882141113
107,5.3038716316223145,31.54296875,6.222821235656738
108,5.599982261657715,28.7109375,5.005303382873535
109,5.57706880569458,27.587890625,6.675879001617432
110,5.520276069641113,30.37109375,6.4538960456848145
111,5.516363143920898,30.517578125,7.3326826095581055
112,5.788468360900879,28.564453125,7.141768455505371
113,5.709230899810791,28.125,6.905518054962158
114,5.5368452072143555,31.73828125,6.1160430908203125
115,5.8946638107299805,24.21875,6.70595121383667
116,5.483744144439697,30.517578125,6.464686393737793
117,5.470484733581543,31.73828125,6.111390113830566
118,5.136931419372559,35.7421875,6.702012062072754
119,5.498857021331787,30.712890625,5.301294326782227
120,6.080323219299316,24.951171875,5.772500991821289
121,5.47022819519043,32.373046875,6.181121826171875
122,5.913851261138916,24.072265625,6.3663177490234375
123,5.458582878112793,32.32421875,6.612874984741211
124,5.474387168884277,29.833984375,4.772824764251709
125,5.378302574157715,32.373046875,6.572129249572754
126,5.769150733947754,26.513671875,6.311077117919922
127,5.981280326843262,23.974609375,6.52993106842041
128,5.280457973480225,33.203125,5.740622520446777
129,5.353325366973877,32.32421875,5.76731538772583
130,5.752048015594482,28.80859375,6.055898666381836
131,5.305548191070557,33.88671875,6.653566360473633
132,5.240105152130127,33.7890625,5.211532115936279
133,5.491116523742676,31.787109375,6.783318519592285
134,5.579212188720703,31.34765625,5.905775547027588
135,5.625124454498291,30.810546875,6.303616523742676
136,5.5125579833984375,27.44140625,5.847107887268066
137,5.511112213134766,31.884765625,5.913672924041748
138,5.781604766845703,26.7578125,6.289604187011719
139,5.694435119628906,27.783203125,5.701621055603027
140,5.346749305725098,32.177734375,5.140391826629639
141,5.1107177734375,34.9609375,5.653181552886963
142,5.457667350769043,30.46875,4.701336860656738
143,5.655118942260742,27.44140625,5.442059516906738
144,5.277026176452637,33.740234375,5.823678970336914
145,5.530850887298584,30.76171875,5.936074256896973
146,5.58068323135376,28.466796875,5.8118486404418945
147,5.369941711425781,32.470703125,5.82880163192749
148,6.066556453704834,25.390625,5.535332679748535
149,5.644754886627197,27.5390625,7.453909873962402
150,5.227076053619385,33.154296875,5.04584264755249
151,5.596229553222656,29.78515625,6.579649448394775
152,5.627437591552734,29.19921875,6.18613338470459
153,5.634217739105225,27.978515625,5.535606861114502
154,5.433380126953125,32.958984375,5.885648250579834
155,5.396035671234131,32.177734375,5.741031646728516
156,6.019594192504883,25.0,5.715878486633301
157,5.178176403045654,33.544921875,4.996192455291748
158,5.600873947143555,29.638671875,7.250435829162598
159,5.28883695602417,34.130859375,6.568180084228516
160,5.357773780822754,32.8125,6.650507926940918
161,5.37964391708374,32.763671875,5.113865852355957
162,6.029211044311523,24.951171875,6.53414249420166
163,5.574869155883789,30.029296875,6.033325672149658
164,5.437986373901367,31.591796875,6.146841049194336
165,5.564281940460205,27.63671875,6.180612564086914
166,5.398246765136719,31.73828125,4.646693229675293
167,5.210149765014648,35.25390625,6.353771686553955
168,5.268887519836426,31.34765625,5.791348457336426
169,5.3267822265625,31.494140625,6.796924591064453
170,5.104481220245361,35.302734375,5.536264419555664
